"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"436",3.23875571648687,16.827388957348,1,0,0,0,44,0,0,1213
"437",3.46720958204739,13.2488991043917,1,0,0,0,2336,0,0,847
"438",6.05784645273601,33.2803916049508,1,0,0,0,632,0,0,1229
"439",4.11847390323921,23.1808322789803,1,0,0,0,223,0,0,1312
"440",4.25529680218347,25.4979057096757,1,0,0,0,378,0,0,1430
"441",4.79432816586791,24.0758873370116,1,0,0,0,836,0,0,1147
"442",4.40902123718436,23.2233789662548,1,0,0,0,380,0,0,1246
"443",4.79620185204294,26.5721391841135,1,0,0,0,149,0,0,1341
"444",2.71861980055543,14.6462747555646,1,0,0,0,438,0,0,1345
"445",7.20148932180288,41.7845469815604,1,0,0,0,469,0,0,1285
"446",5.89878678366504,33.7857167596305,1,0,0,0,433,0,0,1297
"447",6.34070267772888,34.8894086094274,1,0,0,0,434,0,0,1263
"448",5.30922915508644,28.9683376222387,1,0,0,0,547,0,0,1218
"449",6.75488206371742,41.2893006981736,1,0,0,0,97,0,0,1407
"450",6.03364615363131,34.9731361368469,1,0,0,0,302,0,0,1276
"451",4.16325512275349,20.0923662690887,1,0,0,0,1088,0,0,1105
"452",6.25572707903787,34.6119788206282,1,0,0,0,729,0,0,1204
"453",3.61271338975483,12.6394956038158,1,0,0,0,2736,0,0,822
"454",3.26118127893114,8.81034780495463,1,0,0,0,3252,0,0,778
"455",4.15981618244605,21.4744177041272,1,0,0,0,555,0,0,1155
"456",5.95701282708586,36.3361590198951,1,0,0,0,288,0,0,1416
"457",4.35959983726709,23.3524099187028,1,0,0,0,320,0,0,1242
"458",5.54730034226107,28.4563613970035,1,0,0,0,1021,0,0,1141
"459",3.65473473287495,20.5876864600202,1,0,0,0,389,0,0,1396
"460",3.18310185261852,13.7857225758949,1,0,0,0,1224,0,0,947
"461",4.56461677322505,24.6444887911462,1,0,0,0,231,0,0,1240
"462",4.99862002209464,30.5862527193884,1,0,0,0,327,0,0,1410
"463",6.66745294636298,39.5214902420624,1,0,0,0,178,0,0,1399
"464",3.5797591525422,18.531161306498,1,0,0,0,114,0,0,1290
"465",4.61327345550329,28.1212524963328,1,0,0,0,122,0,0,1435
"466",4.93103352407391,28.4038167543905,1,0,0,0,35,0,0,1348
"467",6.52498916903498,34.7174472200278,1,0,0,0,736,0,0,1181
"468",5.35733505153746,27.4886079118961,1,0,0,0,485,0,0,1180
"469",4.94943840802241,22.0921589987003,1,0,0,0,1826,0,0,983
"470",5.88756312429661,33.4835016839288,1,0,0,0,89,0,0,1424
"471",4.29843715147596,24.4137790122923,1,0,0,0,50,0,0,1328
"472",4.18523222849643,24.746275757444,1,0,0,0,34,0,0,1289
"473",5.59490579149031,27.1571835520015,1,0,0,0,1256,0,0,1037
"474",4.88924475302069,28.2962018115297,1,0,0,0,64,0,0,1358
"475",5.48563076134716,27.8385051939361,1,0,0,0,894,0,0,1154
"476",3.57619961472175,19.0243554927581,1,0,0,0,461,0,0,1414
"477",4.83776271288478,27.5794511610498,1,0,0,0,193,0,0,1319
"478",5.05572744815088,31.8903365976931,1,0,0,0,261,0,0,1381
"479",4.56869798782821,21.4250925526528,1,0,0,0,1344,0,0,1009
"480",4.44072881590602,23.2625647054261,1,0,0,0,250,0,0,1219
"481",4.00479763506945,21.2310019831382,1,0,0,0,447,0,0,1208
"482",5.23176310130677,27.6049408950421,1,0,0,0,853,0,0,1134
"483",5.71990827970455,29.774474903545,1,0,0,0,688,0,0,1224
"484",4.96593138297325,27.578076789924,1,0,0,0,42,0,0,1301
"485",4.95084540537429,19.5385147389715,1,0,0,0,3324,0,0,830
"486",4.86385561842739,22.8373844138551,1,0,0,0,1440,0,0,987
"487",5.95873558059299,33.0277406829272,1,0,0,0,93,0,0,1277
"488",5.88174912268151,30.1075494597701,1,0,0,0,897,0,0,1124
"489",4.13017224982541,15.1655958503564,1,0,0,0,2468,0,0,867
"490",4.50832086089984,22.1081544257749,1,0,0,0,915,0,0,1043
"491",4.82897539165518,22.8285670192313,1,0,0,0,958,0,0,1071
"492",3.76163370655557,11.1873946285892,1,0,0,0,4040,0,0,778
"493",3.38784959644506,16.0958507236105,1,0,0,0,450,0,0,1109
"494",4.81292094325492,25.5830772622386,1,0,0,0,765,0,0,1132
"495",5.33748308266961,29.376907783921,1,0,0,0,388,0,0,1246
"496",4.21441456771003,19.6485225428137,1,0,0,0,1157,0,0,1048
"497",4.80241709469856,22.9481841367121,1,0,0,0,1150,0,0,1031
"498",5.82087566522412,32.8488317006417,1,0,0,0,32,0,0,1356
"499",4.48044338380457,17.4107785826532,1,0,0,0,2785,0,0,850
"500",4.38104001630404,24.8651854398914,1,0,0,0,154,0,0,1246
"501",5.98532833436181,33.9764339623138,1,0,0,0,381,0,0,1261
"502",3.7246855109046,18.8747574384683,1,0,0,0,481,0,0,1146
"503",5.12919468848698,25.6655500193917,1,0,0,0,1002,0,0,1078
"504",5.95887947601891,36.081622660291,1,0,0,0,430,0,0,1433
"505",5.51398222091568,26.8238343598362,1,0,0,0,968,0,0,1118
"506",4.63611894585979,26.1053398338174,1,0,0,0,18,0,0,1267
"507",4.85293224970744,21.4286261701727,1,0,0,0,1956,0,0,938
"508",5.56996344025899,24.5843161455711,1,0,0,0,2058,0,0,975
"509",5.66301344677498,32.7819922573771,1,0,0,0,504,0,0,1199
"510",5.75683646971904,35.628280997724,1,0,0,0,123,0,0,1359
"511",3.6266396696842,16.8894592522075,1,0,0,0,859,0,0,1021
"512",5.68422719215696,31.9495773446608,1,0,0,0,77,0,0,1399
"513",5.75711629760546,34.9406281410478,1,0,0,0,76,0,0,1423
"514",3.53387733873503,20.3512158934772,1,0,0,0,67,0,0,1325
"515",4.87942405009106,23.2884560873877,1,0,0,0,1045,0,0,1064
"516",6.09887810682036,35.4381977150346,1,0,0,0,80,0,0,1285
"517",5.47749857971638,29.1556825843363,1,0,0,0,641,0,0,1220
"518",5.71285336161358,35.3617816113054,1,0,0,0,316,0,0,1447
"519",3.69647677537056,12.8585198747591,1,0,0,0,3035,0,0,796
"520",5.28724649379264,29.3679761985827,1,0,0,0,174,0,0,1295
"521",3.70815554441352,17.953875664311,1,0,0,0,942,0,0,1030
"522",5.84754132406305,34.015324558477,1,0,0,0,12,0,0,1397
"523",4.34134774658783,23.4559027931588,1,0,0,0,152,0,0,1255
"524",4.12048238172097,17.8025514654288,1,0,0,0,1421,0,0,962
"525",3.1652498840548,18.3241420361766,1,0,0,0,460,0,0,1345
"526",4.59467558191932,27.2474327441349,1,0,0,0,191,0,0,1409
"527",5.74519414985255,32.3570448240996,1,0,0,0,302,0,0,1219
"528",5.38417581419928,25.9655883108602,1,0,0,0,1115,0,0,1063
"529",3.21855555055448,11.1709865419098,1,0,0,0,2723,0,0,806
"530",4.83878424297216,26.0339139771869,1,0,0,0,212,0,0,1343
"531",5.74956015808109,27.441852619568,1,0,0,0,1408,0,0,994
"532",6.58378321934912,38.0689392560227,1,0,0,0,193,0,0,1289
"533",2.74085079792854,13.8270404477821,1,0,0,0,130,0,0,1133
"534",2.95697585808199,16.361616528804,1,0,0,0,503,0,0,1344
"535",4.74753991892505,27.0122557882102,1,0,0,0,452,0,0,1260
"536",4.99329856553293,28.377194383672,1,0,0,0,579,0,0,1229
"537",4.48197470293166,18.636817402659,1,0,0,0,2209,0,0,902
"538",3.64708543298872,16.5953885145262,1,0,0,0,1243,0,0,975
"539",3.67418625516477,18.3020030524936,1,0,0,0,251,0,0,1162
"540",5.66725132664379,29.7083664874168,1,0,0,0,686,0,0,1156
"541",5.27052637528188,30.1090563930094,1,0,0,0,516,0,0,1251
"542",4.43267519062904,23.364667316301,1,0,0,0,736,0,0,1094
"543",4.08558795876322,20.4361924652069,1,0,0,0,543,0,0,1162
"544",4.26544836292897,22.3601742749018,1,0,0,0,640,0,0,1137
"545",5.08006793493795,22.1220635947046,1,0,0,0,2439,0,0,910
"546",4.63857552926049,25.5428996956641,1,0,0,0,45,0,0,1303
"547",3.56201123899422,21.1512494720596,1,0,0,0,475,0,0,1398
"548",5.94828727260077,35.3996743159808,1,0,0,0,51,0,0,1378
"549",3.72798170058707,20.5501112240581,1,0,0,0,196,0,0,1184
"550",4.19271517186751,21.0675510670314,1,0,0,0,1250,0,0,1014
"551",4.60013995219638,23.5722214913822,1,0,0,0,495,0,0,1175
"552",5.10699332147735,29.5473772506242,1,0,0,0,409,0,0,1240
"553",3.86650418339081,16.6117032795831,1,0,0,0,1264,0,0,905
"554",6.14496781853233,35.8170059315747,1,0,0,0,72,0,0,1373
"555",3.46379120210758,15.2525314924224,1,0,0,0,1352,0,0,953
"556",4.68718061137452,15.7099623247667,1,0,0,0,3532,0,0,818
"557",5.26437990890224,27.0828929939307,1,0,0,0,717,0,0,1168
"558",5.05878863577421,30.1398553377619,1,0,0,0,42,0,0,1405
"559",5.68064245938451,30.902660433763,1,0,0,0,679,0,0,1173
"560",4.20793295111715,23.6858490224526,1,0,0,0,54,0,0,1323
"561",7.0910314752168,43.8658924103506,1,0,0,0,165,0,0,1453
"562",2.43404461401113,13.1156575694564,1,0,0,0,718,0,0,1424
"563",4.38211234816616,20.2781722168291,1,0,0,0,1177,0,0,982
"564",4.87998045955016,27.6098118928904,1,0,0,0,169,0,0,1359
"565",5.66978318493657,32.3443625681476,1,0,0,0,106,0,0,1327
"566",3.94976912135351,21.6022234716971,1,0,0,0,175,0,0,1218
"567",4.64456388782601,25.9428103185506,1,0,0,0,163,0,0,1278
"568",5.01935022524641,23.0003521968639,1,0,0,0,1536,0,0,1016
"569",3.71123168615941,16.5987700860849,1,0,0,0,1203,0,0,989
"570",3.71699978767508,16.9449705338455,1,0,0,0,837,0,0,993
"571",4.62753247275253,25.797955337743,1,0,0,0,352,0,0,1406
"572",5.91975804250246,31.3210290717206,1,0,0,0,355,0,0,1319
"573",4.64128442570312,21.4082370136887,1,0,0,0,1332,0,0,986
"574",4.99832845936375,21.4384880573208,1,0,0,0,2220,0,0,916
"575",4.4860127098086,26.4695264502322,1,0,0,0,207,0,0,1323
"576",6.23889976949734,37.3685631644876,1,0,0,0,272,0,0,1449
"577",5.17534762840778,28.2885059394038,1,0,0,0,706,0,0,1178
"578",5.79642669865767,35.8656873613388,1,0,0,0,159,0,0,1357
"579",4.7120443184262,18.7021636014255,1,0,0,0,2646,0,0,899
"580",3.99273297050641,18.395560499613,1,0,0,0,951,0,0,1053
"581",5.18811788251843,25.3826768163554,1,0,0,0,928,0,0,1148
"582",4.5544155728746,23.9802469558627,1,0,0,0,12,0,0,1306
"583",5.4279853509954,30.0981539552534,1,0,0,0,239,0,0,1250
"584",3.61761456366189,15.1689813705109,1,0,0,0,1633,0,0,914
"585",3.55748286603546,20.1278658423833,1,0,0,0,375,0,0,1372
"586",4.65328337579571,23.4813792313602,1,0,0,0,915,0,0,1160
"587",6.3932740957943,39.8056156482521,1,0,0,0,115,0,0,1422
"588",3.45765717932993,15.0419282939335,1,0,0,0,1080,0,0,946
"589",3.71300464714612,21.7196888358504,1,0,0,0,189,0,0,1326
"590",4.17204896017275,24.5584405653736,1,0,0,0,224,0,0,1319
"591",4.59715248967164,27.607999803083,1,0,0,0,337,0,0,1423
"592",4.69925407066999,24.9077688191428,1,0,0,0,609,0,0,1179
"593",5.96184837608395,32.963750426149,1,0,0,0,221,0,0,1233
"594",5.12603216543094,24.1582304534112,1,0,0,0,1081,0,0,1031
"595",5.28270971785056,30.2824545953164,1,0,0,0,177,0,0,1280
"596",4.14924397327398,20.8833182722882,1,0,0,0,343,0,0,1152
"597",4.05433398864693,22.9770014720254,1,0,0,0,64,0,0,1332
"598",3.88168243790779,22.4092325192069,1,0,0,0,179,0,0,1341
"599",5.1661826437866,21.6063768519709,1,0,0,0,1480,0,0,1009
"600",5.73181957501,32.3829434757998,1,0,0,0,449,0,0,1194
"601",4.04288516287602,18.6138871490093,1,0,0,0,1059,0,0,1027
"602",4.5214072374488,22.9328613575476,1,0,0,0,876,0,0,1051
"603",5.56730107165879,24.6224727958681,1,0,0,0,2303,0,0,923
"604",4.9310585631346,24.1960433006389,1,0,0,0,1127,0,0,1032
"605",3.87661444644649,19.0090631063555,1,0,0,0,893,0,0,1045
"606",4.43482084204427,23.0684644041565,1,0,0,0,392,0,0,1179
"607",3.50149499259052,17.8292272947588,1,0,0,0,491,0,0,1158
"608",5.35475924432629,28.2282552965206,1,0,0,0,382,0,0,1178
"609",4.28092494627817,22.2164220946098,1,0,0,0,629,0,0,1132
"610",4.85419788786621,25.3526538932419,1,0,0,0,813,0,0,1139
"611",3.87667032748428,18.2324677983232,1,0,0,0,1469,0,0,953
"612",5.20780778067596,24.66056098902,1,0,0,0,997,0,0,1097
"613",3.50424685633627,11.7659873414112,1,0,0,0,2942,0,0,797
"614",3.93966981283137,14.5102567504047,1,0,0,0,2563,0,0,827
"615",5.83252778830843,31.846562985818,1,0,0,0,621,0,0,1167
"616",5.31172466820545,27.6655166685222,1,0,0,0,672,0,0,1191
"617",2.8758286154961,6.8602953401721,1,0,0,0,3529,0,0,778
"618",3.64496233919433,15.5412569817035,1,0,0,0,1777,0,0,933
"619",5.47591551600176,29.2822109078584,1,0,0,0,814,0,0,1159
"620",3.32060612220829,15.5968791282453,1,0,0,0,444,0,0,1141
"621",5.08663101705338,24.9166732044629,1,0,0,0,922,0,0,1136
"622",5.74138013771571,28.6866721108146,1,0,0,0,821,0,0,1147
"623",5.20923154488881,26.0587234044361,1,0,0,0,1409,0,0,1009
"624",5.83780780445915,28.9516687234199,1,0,0,0,1134,0,0,1042
"625",4.95991976769631,25.0970085738479,1,0,0,0,805,0,0,1127
"626",3.66603664726801,13.2964269457063,1,0,0,0,2237,0,0,853
"627",5.0568919147919,24.4961672924494,1,0,0,0,1505,0,0,981
"628",3.99126110935641,19.7980359755808,1,0,0,0,466,0,0,1134
"629",5.03779741795347,24.8221045459224,1,0,0,0,1413,0,0,1000
"630",4.61433529498171,22.347487928091,1,0,0,0,1133,0,0,1034
"631",5.87180359978205,32.668407755213,1,0,0,0,800,0,0,1201
"632",5.57076446488528,31.5115741825919,1,0,0,0,507,0,0,1192
"633",4.44143411099146,22.5006921177982,1,0,0,0,996,0,0,1046
"634",5.67625614368372,26.2852963302948,1,0,0,0,1944,0,0,984
"635",5.19727499613151,23.8058136137314,1,0,0,0,1903,0,0,955
"636",3.54586166068035,11.5590840134286,1,0,0,0,2882,0,0,788
"637",3.71266325401678,17.7881358303465,1,0,0,0,1300,0,0,987
"638",4.03909734050895,20.8067518590646,1,0,0,0,617,0,0,1135
"639",3.49863303139343,15.8072040841027,1,0,0,0,970,0,0,983
"640",4.53995878973915,20.0691489997457,1,0,0,0,1753,0,0,977
"641",4.50277746059952,19.0482152846274,1,0,0,0,1893,0,0,903
"642",4.80644157444487,25.3187610240805,1,0,0,0,728,0,0,1071
"643",3.59462019018381,14.1606146471311,1,0,0,0,2329,0,0,863
"644",5.32706102594948,27.9217658326027,1,0,0,0,688,0,0,1124
"645",4.30951053112682,18.8216370677234,1,0,0,0,1528,0,0,994
"646",5.07139959716805,21.6365333967204,1,0,0,0,2119,0,0,942
"647",4.21339494816172,21.4099213251105,1,0,0,0,607,0,0,1217
"648",4.11172807187434,18.1157567166892,1,0,0,0,1634,0,0,960
"649",4.96249675137303,23.3409975603827,1,0,0,0,1263,0,0,1025
"650",4.70125320320337,26.4235047257044,1,0,0,0,416,0,0,1211
"651",3.75265461675369,19.782154035171,1,0,0,0,80,0,0,1210
"652",4.10117497759471,16.3955186565076,1,0,0,0,2416,0,0,870
"653",4.71972875540955,25.4308056539702,1,0,0,0,718,0,0,1190
"654",3.68774166440596,12.9255063243439,1,0,0,0,2432,0,0,826
"655",3.47839220194726,17.3755595867653,1,0,0,0,679,0,0,1094
"656",4.29738277798768,19.3006625548396,1,0,0,0,881,0,0,1028
"657",4.32376814019909,20.5387344081603,1,0,0,0,1546,0,0,976
"658",6.37440311853574,32.3570164010722,1,0,0,0,1262,0,0,1109
"659",2.52314951999368,9.48313022509043,1,0,0,0,1452,0,0,854
"660",5.09152166188558,24.9174203032182,1,0,0,0,1385,0,0,1032
"661",6.48194677787755,33.2426190691059,1,0,0,0,1176,0,0,1063
"662",6.21903892562117,32.3641481731672,1,0,0,0,982,0,0,1131
"663",3.28066955303773,13.6893360363466,1,0,0,0,1096,0,0,939
"664",5.36121543631932,22.5767000489979,1,0,0,0,2550,0,0,930
"665",3.91368396257676,19.8843305235023,1,0,0,0,698,0,0,1068
"666",5.17152235287277,26.1738499428729,1,0,0,0,1167,0,0,1063
"667",4.68965132275353,22.7457422349587,1,0,0,0,1512,0,0,970
"668",4.57235013780255,23.9420488127137,1,0,0,0,411,0,0,1170
"669",5.48421666181552,27.9011675332936,1,0,0,0,886,0,0,1153
"670",4.49223041067375,20.1570785241616,1,0,0,0,2241,0,0,921
"671",2.95461224861254,9.51670030834719,1,0,0,0,2600,0,0,786
"672",2.93790300005373,10.3829920121267,1,0,0,0,2138,0,0,803
"673",3.91780162305992,17.9194614349971,1,0,0,0,1055,0,0,1014
"674",3.98167414424639,18.6257745558806,1,0,0,0,1088,0,0,1034
"675",3.07869496770854,12.1039315503272,1,0,0,0,1470,0,0,878
"676",5.62997381595436,29.9636107622309,1,0,0,0,668,0,0,1184
"677",5.07387330553669,26.490967407678,1,0,0,0,562,0,0,1184
"678",2.83497590748416,11.50415220013,1,0,0,0,1510,0,0,888
"679",4.40718627986315,22.1873719176247,1,0,0,0,510,0,0,1151
"680",3.50240877718786,15.0167473698192,1,0,0,0,1194,0,0,936
"681",4.45597270922168,23.1623520923838,1,0,0,0,710,0,0,1105
"682",5.69704403088069,26.7111329087319,1,0,0,0,1455,0,0,1044
"683",4.92828738663681,22.957688350567,1,0,0,0,1342,0,0,993
"684",3.86956535355404,15.1811170585763,1,0,0,0,1700,0,0,928
"685",5.45236347214012,29.7123882634179,1,0,0,0,507,0,0,1166
"686",4.12967071182594,20.5856032892446,1,0,0,0,1048,0,0,1074
"687",4.80288372327489,23.9136918198992,1,0,0,0,1105,0,0,1077
"688",4.18633853495285,21.8818251246577,1,0,0,0,582,0,0,1119
"689",4.17580682927668,20.1646409016268,1,0,0,0,997,0,0,1028
"690",5.32313643598589,25.8985246977667,1,0,0,0,646,0,0,1170
"691",4.78315911974987,26.4498833560296,1,0,0,0,748,0,0,1173
"692",5.9698801802907,31.8576312571816,1,0,0,0,529,0,0,1187
"693",3.89442165474729,18.9821982875607,1,0,0,0,976,0,0,1054
"694",6.22310206435665,33.252314128453,1,0,0,0,770,0,0,1186
"695",4.796741648156,21.140747541372,1,0,0,0,1653,0,0,994
"696",5.11328223667071,28.0462101955121,1,0,0,0,651,0,0,1212
"697",3.33960783919272,13.8737205460496,1,0,0,0,1545,0,0,929
"698",4.41923409989507,20.7878231518562,1,0,0,0,1262,0,0,993
"699",4.70476030871717,24.3414775727337,1,0,0,0,769,0,0,1095
"700",3.853680631591,15.6206784081188,1,0,0,0,2072,0,0,895
"701",5.13851127779295,26.6966359234499,1,0,0,0,928,0,0,1095
"702",4.69002959110028,22.9168562452367,1,0,0,0,560,0,0,1165
"703",5.43645568380462,23.7672481053241,1,0,0,0,1990,0,0,970
"704",4.0676327507011,21.9282893061932,1,0,0,0,382,0,0,1180
"705",4.54498937157509,23.8702484873355,1,0,0,0,455,0,0,1155
"706",3.73073356556727,17.2019665395278,1,0,0,0,998,0,0,1039
"707",5.02056413004232,27.0427296026997,1,0,0,0,860,0,0,1131
"708",4.29417778690007,18.79280916719,1,0,0,0,1914,0,0,949
"709",4.09393071103871,20.6423749914027,1,0,0,0,834,0,0,1104
"710",3.56305983308654,18.2210628411154,1,0,0,0,336,0,0,1132
"711",3.31956814515501,13.2146734205021,1,0,0,0,1647,0,0,925
"712",5.05631792329333,24.0502922287738,1,0,0,0,1761,0,0,969
"713",5.25980419151038,21.4398366529323,1,0,0,0,2741,0,0,857
"714",5.50130926259473,29.4908075243023,1,0,0,0,1342,0,0,1061
"715",3.77626425654923,17.9428898478883,1,0,0,0,771,0,0,1043
"716",5.3327756226505,26.8879443481472,1,0,0,0,628,0,0,1134
"717",5.14753732748988,26.7590553188928,1,0,0,0,460,0,0,1208
"718",5.41657375398459,29.4011656543527,1,0,0,0,610,0,0,1183
"719",3.7681832006858,16.6938873682698,1,0,0,0,1072,0,0,1013
"720",4.51912297341886,24.49205600876,1,0,0,0,512,0,0,1186
"721",4.66602282181948,18.6479535040751,1,0,0,0,2473,0,0,871
"722",4.37968439230143,19.6094941317914,1,0,0,0,1352,0,0,1022
"723",3.97656267058971,18.3384368085642,1,0,0,0,871,0,0,1014
"724",3.74804891244188,19.6140193644618,1,0,0,0,233,0,0,1180
"725",4.83688364482356,24.7938451199988,1,0,0,0,779,0,0,1079
"726",3.80645289101601,19.5527871982776,1,0,0,0,560,0,0,1130
"727",4.20310217186717,21.2513741737031,1,0,0,0,575,0,0,1151
"728",5.52937086938325,26.145389287063,1,0,0,0,1363,0,0,996
"729",5.26599644300717,27.1333340748967,1,0,0,0,784,0,0,1120
"730",3.63742193036438,13.5441417253233,1,0,0,0,2399,0,0,854
"731",5.15722083854453,22.4442454644476,1,0,0,0,1300,0,0,998
"732",3.98571700502292,18.7656179617731,1,0,0,0,804,0,0,1066
"733",5.34575215103816,26.4298656882579,1,0,0,0,1347,0,0,1031
"734",5.55718066844526,29.7412805039456,1,0,0,0,1085,0,0,1092
"735",4.06500674619299,16.3760558220948,1,0,0,0,1787,0,0,879
"736",4.02912021052688,15.9929301722401,1,0,0,0,2596,0,0,850
"737",6.00801165175345,34.7495061412239,1,0,0,0,708,0,0,1190
"738",4.79983510993277,23.213185020135,1,0,0,0,989,0,0,1077
"739",5.81881040252308,25.7742588981498,1,0,0,0,2123,0,0,944
"740",5.65178867072592,27.0108575594291,1,0,0,0,1322,0,0,1061
"741",4.176947390943,17.3262080179854,1,0,0,0,1817,0,0,906
"742",4.75576871958537,24.1010234446077,1,0,0,0,943,0,0,1045
"743",5.77072229985481,28.6375007222747,1,0,0,0,1235,0,0,1035
"744",5.60581406060213,29.7176183913489,1,0,0,0,728,0,0,1156
"745",2.75205965833667,10.333801160652,1,0,0,0,1419,0,0,881
"746",3.93655102695231,18.2750382246937,1,0,0,0,837,0,0,1056
"747",4.88115602436395,22.6304257638939,1,0,0,0,1596,0,0,986
"748",3.96126745241676,19.3557484018152,1,0,0,0,481,0,0,1090
"749",4.79223781265607,19.4958179100705,1,0,0,0,3006,0,0,835
"750",4.70405232127908,21.5205770349701,1,0,0,0,1183,0,0,1014
"751",5.094861736485,23.695635373594,1,0,0,0,2034,0,0,943
"752",5.14159341131048,25.1448133506568,1,0,0,0,1234,0,0,1034
"753",4.64824175833348,21.2237598842012,1,0,0,0,1520,0,0,982
"754",6.23618893675835,34.0697232856443,1,0,0,0,802,0,0,1186
"755",5.09683043096107,23.1807257038289,1,0,0,0,1148,0,0,1022
"756",4.28952149436164,14.102569312651,1,0,0,0,3904,0,0,792
"757",5.0259403441593,26.3800812328819,1,0,0,0,180,0,0,1209
"758",3.9441483013559,16.58050376433,1,0,0,0,1273,0,0,972
"759",4.34957232935717,22.2048033055185,1,0,0,0,703,0,0,1102
"760",4.74198049838431,25.1791315943462,1,0,0,0,701,0,0,1201
"761",6.20548264683223,28.0809249893647,1,0,0,0,2268,0,0,944
"762",5.94246269236725,33.0028920338472,1,0,0,0,707,0,0,1180
"763",5.29190872856573,28.1672126144679,1,0,0,0,462,0,0,1203
"764",2.91606387755762,14.9893049748909,1,0,0,0,5,0,0,1194
"765",5.95736578119907,32.0327864358283,1,0,0,0,701,0,0,1140
"766",5.41520768006905,27.9594847814782,1,0,0,0,662,0,0,1153
"767",3.22834091396062,13.6509025120955,1,0,0,0,1605,0,0,934
"768",4.47484593258916,25.7723172401988,1,0,0,0,373,0,0,1150
"769",2.56858756596098,10.8688287067545,1,0,0,0,490,0,0,968
"770",4.94204562032328,25.0824393056725,1,0,0,0,922,0,0,1159
"771",3.9023926354979,19.7096635752849,1,0,0,0,437,0,0,1105
"772",4.46888265645771,22.6535548847555,1,0,0,0,579,0,0,1119
"773",5.25657800783712,26.0524663682592,1,0,0,0,1297,0,0,1058
"774",3.14935345200487,11.8341815904758,1,0,0,0,1802,0,0,869
"775",5.69885084417111,32.8884713619477,1,0,0,0,542,0,0,1198
"776",3.32608261072813,16.375444893352,1,0,0,0,476,0,0,1082
"777",5.02899928329489,22.6710731007931,1,0,0,0,1911,0,0,984
"778",6.38296509516494,33.7095366458423,1,0,0,0,822,0,0,1205
"779",3.84889441629947,19.8365906560833,1,0,0,0,457,0,0,1140
"780",5.14040053201748,24.2763522437102,1,0,0,0,999,0,0,1029
"781",3.96818728504705,19.0817354676622,1,0,0,0,679,0,0,1106
"782",3.58505884084641,15.4889995068073,1,0,0,0,1113,0,0,934
"783",5.49698408627843,30.4176760956184,1,0,0,0,567,0,0,1200
"784",4.42235843867492,23.2709502533656,1,0,0,0,658,0,0,1143
"785",4.56573637401906,22.6448572677448,1,0,0,0,712,0,0,1125
"786",4.62754299661311,19.5588697882239,1,0,0,0,2507,0,0,914
"787",4.51844598106315,24.2494140157738,1,0,0,0,315,0,0,1219
"788",5.1561151719697,26.9551848475803,1,0,0,0,671,0,0,1195
"789",6.38920152259287,36.1609108092194,1,0,0,0,731,0,0,1208
"790",4.13170661564749,18.0640287336877,1,0,0,0,2047,0,0,932
"791",4.20018145834922,22.7357754975882,1,0,0,0,430,0,0,1184
"792",4.52113435369381,22.3986352776071,1,0,0,0,1285,0,0,1033
"793",2.57615974419326,7.86872266692151,1,0,0,0,2401,0,0,778
"794",3.67712438961348,17.4237545263637,1,0,0,0,683,0,0,1051
"795",4.09934864054447,18.8287698899669,1,0,0,0,1004,0,0,1044
"796",5.22631376851523,26.4205056942056,1,0,0,0,1019,0,0,1105
"797",4.38529018050702,22.6896304943735,1,0,0,0,783,0,0,1117
"798",4.83172387174619,25.0612739671344,1,0,0,0,1029,0,0,1060
"799",5.98305246861224,31.2140767939402,1,0,0,0,911,0,0,1097
"800",6.17225639168124,29.7335771731841,1,0,0,0,1416,0,0,1045
"801",4.08768046912725,19.7705895916134,1,0,0,0,1064,0,0,1013
"802",5.17358106887814,24.3144248880626,1,0,0,0,1744,0,0,984
"803",3.18819620317652,10.9091769397812,1,0,0,0,2364,0,0,778
"804",3.45794730103384,15.6400275513229,1,0,0,0,884,0,0,999
"805",3.64854458684875,15.6883933702174,1,0,0,0,1366,0,0,938
"806",4.30025668409961,18.4502699295796,1,0,0,0,2236,0,0,897
"807",4.81576926617516,22.1768162781331,1,0,0,0,1721,0,0,990
"808",5.05634751312541,23.6413488263292,1,0,0,0,1427,0,0,1017
"809",2.64250430177317,8.16479219767852,1,0,0,0,2563,0,0,778
"810",4.62638711077891,20.6291302752985,1,0,0,0,1973,0,0,927
"811",3.32538631441507,13.0990799007854,1,0,0,0,1721,0,0,882
"812",4.59857364108971,21.6851746294781,1,0,0,0,1228,0,0,1008
"813",2.25740573472511,7.07734451488904,1,0,0,0,1382,0,0,801
"814",2.74944669678575,9.01044364116281,1,0,0,0,2245,0,0,791
"815",5.1248230106054,23.1765341040751,1,0,0,0,1704,0,0,1003
"816",4.94791042145993,24.8337072280987,1,0,0,0,1116,0,0,1046
"817",3.75424230384842,16.1523419122527,1,0,0,0,1513,0,0,965
"818",2.93789852742673,10.2117861457601,1,0,0,0,1855,0,0,867
"819",3.39107245818685,14.2546343431329,1,0,0,0,1081,0,0,960
"820",3.75791104372697,16.4687106038861,1,0,0,0,1543,0,0,976
"821",4.79103900305105,21.7432617318408,1,0,0,0,1125,0,0,1037
"822",3.98267764258526,18.8129341626659,1,0,0,0,1066,0,0,1033
